f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,label
46,1,62,75,28,6,-3,97,-65,-15,18,-17,-13,104,-89,-144,-104,-149,2
46,1,62,75,28,6,0,101,-64,-11,21,-14,-14,104,-91,-145,-105,-150,2
46,1,62,75,28,6,-2,98,-65,-14,20,-15,-12,105,-89,-145,-104,-149,2
46,1,62,75,28,6,-3,97,-65,-15,18,-17,-14,104,-91,-146,-103,-151,2
46,1,62,75,28,6,-1,100,-65,-11,22,-12,-14,104,-92,-146,-104,-151,2
46,1,62,75,28,6,-3,97,-67,-16,18,-17,-13,104,-89,-145,-102,-149,2
46,1,62,75,28,6,0,101,-64,-10,21,-13,-14,104,-91,-147,-104,-152,2
46,1,62,75,28,6,-2,98,-67,-14,20,-16,-12,105,-88,-147,-104,-150,2
46,1,62,75,28,6,-3,98,-67,-15,18,-17,-14,104,-91,-148,-103,-149,2
46,1,62,75,28,6,-3,100,-66,-12,21,-13,-14,104,-91,-149,-102,-150,2
46,1,62,75,28,6,-5,97,-68,-16,18,-17,-14,104,-90,-149,-104,-149,2
46,1,62,75,28,6,0,101,-65,-10,21,-13,-14,104,-91,-149,-103,-149,2
46,1,62,75,28,6,-4,97,-68,-15,18,-16,-12,104,-89,-149,-102,-147,2
46,1,62,75,28,6,-3,99,-67,-14,19,-17,-14,104,-91,-148,-103,-149,2
46,1,62,75,28,6,-2,99,-66,-13,21,-14,-13,104,-90,-148,-104,-150,2
46,1,62,75,28,6,-4,97,-68,-16,18,-17,-14,104,-90,-147,-103,-150,2
46,1,62,75,28,6,1,101,-65,-10,22,-12,-14,104,-91,-148,-103,-151,2
46,1,62,75,28,6,-3,98,-69,-15,19,-16,-13,105,-89,-148,-102,-150,2
46,1,62,75,28,6,-1,100,-67,-14,19,-17,-14,104,-91,-151,-102,-152,2
46,1,62,75,28,6,-1,100,-67,-13,21,-14,-13,104,-90,-148,-102,-151,2
46,1,62,75,28,6,-3,98,-68,-16,19,-17,-13,104,-90,-149,-102,-151,2
46,1,62,75,28,6,1,102,-67,-10,22,-12,-14,104,-92,-149,-102,-152,2
46,1,62,75,28,6,-3,98,-68,-16,19,-17,-12,104,-88,-149,-102,-150,2
46,1,62,75,28,6,0,100,-67,-13,20,-15,-14,104,-91,-149,-102,-150,2
46,1,62,75,28,6,-1,98,-66,-14,20,-15,-13,105,-89,-150,-102,-150,2
46,1,62,75,28,6,-3,97,-67,-15,19,-18,-14,104,-91,-150,-102,-150,2
46,1,62,75,28,6,1,101,-65,-10,22,-12,-14,104,-92,-150,-101,-151,2
46,1,62,75,28,6,-3,97,-67,-16,19,-17,-13,104,-89,-150,-102,-150,2
46,1,62,75,28,6,1,100,-65,-12,20,-14,-14,104,-91,-149,-101,-150,2
46,1,62,75,28,6,-1,99,-67,-14,20,-15,-13,104,-89,-148,-101,-149,2
46,1,62,75,28,6,-2,98,-67,-15,18,-18,-14,104,-91,-151,-101,-150,2
46,1,62,75,28,6,-2,101,-66,-11,22,-12,-14,104,-91,-155,-101,-148,2
46,1,62,75,28,6,-3,97,-67,-17,18,-17,-13,105,-90,-154,-100,-146,2
46,1,62,75,28,6,-1,101,-67,-10,21,-13,-14,104,-91,-155,-103,-148,2
46,1,62,75,28,6,-3,99,-68,-14,19,-16,-12,105,-89,-155,-100,-146,2
46,1,62,75,28,6,-3,97,-66,-17,17,-18,-13,104,-92,-154,-102,-148,2
46,1,62,75,28,6,0,99,-66,-12,21,-13,-13,104,-91,-154,-99,-149,2
46,1,62,75,28,6,-2,98,-67,-17,17,-18,-14,104,-90,-153,-100,-148,2
46,1,62,75,28,6,14,116,-59,8,35,5,-15,103,-92,-153,-99,-149,2
46,1,62,75,28,6,-11,90,-74,-26,11,-24,-10,106,-83,-151,-101,-145,2
46,1,62,75,28,6,6,105,-63,-4,26,-7,-17,102,-97,-153,-102,-153,2
46,1,62,75,28,6,0,98,-67,-15,19,-16,-12,105,-89,-151,-102,-149,2
46,1,62,75,28,6,-1,97,-68,-16,18,-18,-14,104,-91,-149,-101,-150,2
46,1,62,75,28,6,1,99,-66,-12,21,-13,-14,104,-91,-151,-102,-152,2
46,1,62,75,28,6,-2,98,-68,-16,18,-17,-13,105,-90,-150,-101,-149,2
46,1,62,75,28,6,3,101,-66,-10,21,-13,-14,104,-91,-148,-102,-152,2
46,1,62,75,28,6,0,98,-67,-15,18,-17,-13,104,-89,-151,-100,-150,2
46,1,62,75,28,6,1,98,-66,-14,18,-17,-14,104,-91,-149,-101,-152,2
46,1,62,75,28,6,-1,98,-66,-13,20,-14,-13,104,-90,-151,-103,-152,2
46,1,62,75,28,6,-2,97,-66,-16,17,-17,-13,104,-91,-150,-101,-149,2
46,1,62,75,28,6,-1,102,-66,-12,21,-12,-14,104,-91,-149,-101,-152,2
46,1,62,75,28,6,0,97,-65,-15,19,-16,-12,104,-89,-147,-102,-147,2
46,1,62,75,28,6,1,99,-65,-14,19,-16,-14,104,-92,-150,-103,-152,2
46,1,62,75,28,6,0,99,-68,-13,20,-15,-13,105,-89,-152,-100,-151,2
46,1,62,75,28,6,-1,98,-69,-17,18,-18,-14,104,-90,-151,-101,-151,2
46,1,62,75,28,6,2,102,-69,-11,21,-11,-13,105,-91,-150,-101,-151,2
46,1,62,75,28,6,-2,98,-69,-16,18,-17,-13,105,-89,-151,-100,-150,2
46,1,62,75,28,6,2,102,-68,-12,21,-13,-14,104,-91,-151,-100,-151,2
46,1,62,75,28,6,0,98,-69,-15,20,-16,-13,104,-89,-151,-100,-151,2
46,1,62,75,28,6,-1,99,-68,-15,18,-17,-14,104,-91,-153,-101,-153,2
46,1,62,75,28,6,-1,99,-66,-13,20,-13,-13,104,-90,-151,-99,-150,2
46,1,62,75,28,6,-2,97,-67,-16,18,-17,-13,104,-91,-151,-100,-154,2
46,1,62,75,28,6,1,100,-64,-11,21,-11,-14,104,-91,-153,-100,-154,2
46,1,62,75,28,6,-3,97,-66,-16,19,-17,-13,104,-90,-157,-98,-153,2
46,1,62,75,28,6,1,100,-64,-11,21,-12,-14,104,-92,-161,-94,-158,2
46,1,62,75,28,6,-2,96,-64,-15,19,-17,-13,105,-89,-159,-91,-157,2
46,1,62,75,28,6,0,100,-62,-11,20,-12,-14,104,-92,-171,-90,-158,2
46,1,62,75,28,6,-2,97,-64,-15,19,-17,-13,104,-89,-167,-92,-159,2
46,1,62,75,28,6,1,100,-62,-12,21,-13,-14,104,-92,-168,-92,-158,2
46,1,62,75,28,6,-2,96,-64,-15,19,-16,-13,105,-89,-168,-92,-158,2
46,1,62,75,28,6,0,100,-62,-12,20,-13,-14,104,-91,-166,-92,-158,2
46,1,62,75,28,6,-2,97,-63,-15,19,-16,-13,105,-89,-167,-92,-158,2
46,1,62,75,28,6,1,100,-63,-13,21,-15,-14,104,-91,-167,-92,-159,2
46,1,62,75,28,6,-2,97,-63,-15,19,-15,-13,105,-89,-168,-92,-158,2
46,1,62,75,28,6,1,98,-62,-13,20,-16,-14,104,-91,-165,-92,-158,2
46,1,62,75,28,6,-2,97,-63,-15,19,-15,-13,104,-89,-166,-92,-159,2
46,1,62,75,28,6,-1,98,-63,-14,19,-16,-14,104,-91,-166,-91,-158,2
46,1,62,75,28,6,-2,97,-62,-14,19,-15,-13,104,-89,-163,-92,-159,2
46,1,62,75,28,6,-2,96,-61,-15,18,-17,-14,104,-91,-164,-93,-157,2
46,1,62,75,28,6,-1,96,-62,-13,20,-15,-13,104,-90,-160,-94,-155,2
46,1,62,75,28,6,-2,96,-61,-16,18,-18,-14,104,-91,-173,-92,-156,2
46,1,62,75,28,6,-1,97,-62,-13,20,-15,-13,105,-89,-172,-92,-156,2
46,1,62,75,28,6,-3,95,-61,-17,18,-17,-14,104,-91,-166,-93,-156,2
46,1,62,75,28,6,-1,96,-61,-13,20,-15,-13,104,-89,-165,-90,-158,2
46,1,62,75,28,6,-2,96,-63,-16,18,-17,-15,103,-92,-171,-93,-162,2
46,1,62,75,28,6,-2,96,-61,-14,20,-14,-12,106,-89,-162,-92,-162,2
46,1,62,75,28,6,-3,95,-63,-17,18,-18,-14,104,-91,-163,-94,-163,2
46,1,62,75,28,6,-2,96,-61,-13,21,-13,-13,104,-91,-160,-92,-162,2
46,1,62,75,28,6,-4,95,-63,-16,18,-18,-14,104,-91,-165,-94,-162,2
46,1,62,75,28,6,0,98,-61,-12,21,-12,-14,104,-91,-162,-92,-162,2
46,1,62,75,28,6,-2,95,-63,-17,19,-17,-14,103,-90,-162,-92,-163,2
46,1,62,75,28,6,0,98,-61,-11,21,-13,-14,104,-91,-161,-92,-162,2
46,1,62,75,28,6,-2,96,-64,-16,18,-17,-14,104,-91,-164,-92,-162,2
46,1,62,75,28,6,0,98,-60,-10,21,-12,-14,104,-91,-159,-93,-161,2
46,1,62,75,28,6,-4,95,-63,-17,19,-17,-13,104,-90,-167,-92,-161,2
46,1,62,75,28,6,0,98,-62,-12,21,-14,-14,104,-91,-163,-93,-160,2
46,1,62,75,28,6,-3,96,-64,-16,18,-17,-13,104,-89,-163,-93,-161,2
46,1,62,75,28,6,1,100,-62,-10,21,-12,-14,104,-92,-163,-93,-161,2
46,1,62,75,28,6,-3,97,-64,-16,18,-17,-13,104,-89,-163,-92,-161,2
46,1,62,75,28,6,2,100,-62,-10,22,-13,-14,104,-92,-164,-93,-161,2
46,1,62,75,28,6,-2,96,-64,-16,19,-17,-13,104,-89,-162,-93,-161,2
46,1,62,75,28,6,1,100,-63,-10,21,-13,-14,104,-91,-163,-93,-162,2
46,1,62,75,28,6,-1,96,-65,-15,19,-16,-13,105,-89,-162,-92,-161,2
46,1,62,75,28,6,1,99,-62,-11,21,-12,-14,104,-91,-164,-92,-162,2
46,1,62,75,28,6,-2,96,-65,-15,19,-17,-12,104,-88,-162,-91,-161,2
46,1,62,75,28,6,2,100,-62,-11,21,-12,-14,104,-91,-163,-93,-162,2
46,1,62,75,28,6,-2,96,-64,-16,19,-16,-13,104,-88,-162,-92,-161,2
46,1,62,75,28,6,1,99,-62,-11,21,-14,-14,104,-92,-163,-92,-162,2
46,1,62,75,28,6,-1,97,-63,-15,19,-16,-13,105,-89,-163,-92,-161,2
46,1,62,75,28,6,0,99,-62,-12,20,-14,-14,104,-92,-164,-93,-162,2
46,1,62,75,28,6,-1,96,-63,-15,19,-16,-13,105,-90,-162,-92,-161,2
46,1,62,75,28,6,2,98,-62,-13,20,-16,-14,104,-91,-163,-93,-163,2
46,1,62,75,28,6,-1,97,-63,-14,20,-15,-13,104,-90,-162,-92,-162,2
46,1,62,75,28,6,0,97,-61,-14,19,-16,-14,104,-91,-163,-92,-163,2
46,1,62,75,28,6,-1,97,-61,-13,21,-15,-13,104,-89,-161,-93,-162,2
46,1,62,75,28,6,-1,97,-62,-14,19,-16,-14,104,-91,-163,-93,-162,2
46,1,62,75,28,6,0,97,-61,-13,20,-14,-13,104,-89,-162,-93,-162,2
46,1,62,75,28,6,-1,97,-62,-16,18,-17,-14,104,-91,-163,-92,-161,2
46,1,62,75,28,6,-1,97,-62,-14,20,-15,-13,105,-90,-161,-93,-162,2
46,1,62,75,28,6,-2,96,-62,-16,18,-17,-14,104,-90,-163,-92,-162,2
46,1,62,75,28,6,-1,96,-62,-14,20,-15,-13,105,-90,-162,-92,-162,2
46,1,62,75,28,6,-1,96,-63,-16,18,-17,-14,104,-90,-162,-93,-162,2
46,1,62,75,28,6,-1,97,-63,-14,20,-15,-14,104,-90,-161,-93,-162,2
46,1,62,75,28,6,-2,96,-63,-17,18,-17,-14,104,-91,-162,-93,-162,2
46,1,62,75,28,6,0,97,-63,-13,21,-14,-14,104,-91,-161,-93,-162,2
46,1,62,75,28,6,-1,96,-64,-16,18,-18,-14,104,-91,-161,-93,-163,2
46,1,62,75,28,6,0,98,-63,-12,21,-12,-14,104,-91,-162,-92,-164,2
46,1,62,75,28,6,-1,96,-64,-16,18,-17,-14,104,-91,-162,-92,-163,2
46,1,62,75,28,6,1,98,-62,-11,21,-13,-14,104,-91,-161,-92,-164,2
46,1,62,75,28,6,-1,95,-62,-16,18,-17,-14,104,-90,-162,-92,-163,2
46,1,62,75,28,6,3,99,-61,-10,21,-12,-14,103,-91,-162,-93,-163,2
46,1,62,75,28,6,-1,96,-63,-16,19,-17,-14,104,-91,-160,-93,-163,2
46,1,62,75,28,6,3,99,-61,-11,22,-12,-14,104,-92,-162,-92,-163,2
46,1,62,75,28,6,2,95,-62,-16,19,-17,-13,105,-90,-164,-90,-162,2
46,1,62,75,28,6,5,98,-59,-11,21,-11,-14,104,-92,-162,-92,-165,2
46,1,62,75,28,6,-1,95,-63,-16,19,-16,-12,105,-89,-164,-91,-160,2
46,1,62,75,28,6,1,100,-62,-11,21,-12,-14,104,-90,-169,-94,-160,2
46,1,62,75,28,6,-2,96,-61,-16,18,-16,-13,104,-89,-162,-94,-158,2
46,1,62,75,28,6,1,100,-62,-11,21,-13,-13,105,-91,-163,-94,-159,2
46,1,62,75,28,6,-1,95,-63,-16,18,-16,-12,105,-88,-165,-93,-158,2
46,1,62,75,28,6,3,99,-60,-11,21,-13,-14,104,-91,-162,-93,-160,2
46,1,62,75,28,6,0,96,-62,-16,18,-16,-13,105,-89,-163,-93,-160,2
46,1,62,75,28,6,2,99,-61,-11,21,-13,-14,104,-91,-162,-93,-160,2
46,1,62,75,28,6,0,96,-62,-16,19,-16,-12,105,-89,-162,-92,-159,2
46,1,62,75,28,6,1,99,-60,-12,20,-14,-14,104,-91,-164,-92,-161,2
46,1,62,75,28,6,1,94,-62,-15,18,-17,-13,104,-89,-162,-92,-158,2
46,1,62,75,28,6,4,103,-58,-9,23,-10,-15,104,-93,-163,-93,-161,2
46,1,62,75,28,6,-5,93,-64,-18,17,-18,-10,105,-86,-166,-91,-154,2
46,1,62,75,28,6,3,101,-57,-9,21,-11,-15,103,-92,-163,-92,-159,2
46,1,62,75,28,6,-3,97,-67,-19,17,-18,-11,105,-86,-162,-92,-155,2
46,1,62,75,28,6,1,102,-61,-13,20,-14,-15,104,-93,-162,-98,-158,2
46,1,62,75,28,6,-5,94,-65,-19,17,-17,-11,105,-85,-165,-91,-153,2
46,1,62,75,28,6,1,98,-64,-15,19,-16,-15,103,-91,-166,-93,-159,2
46,1,62,75,28,6,-1,97,-63,-15,18,-15,-12,104,-90,-158,-95,-158,2
46,1,62,75,28,6,-2,97,-63,-18,17,-18,-14,104,-90,-166,-91,-159,2
46,1,62,75,28,6,-3,97,-64,-15,18,-14,-13,104,-89,-158,-94,-158,2
46,1,62,75,28,6,-5,97,-66,-19,15,-17,-13,104,-89,-164,-91,-158,2
46,1,62,75,28,6,-5,98,-65,-16,17,-14,-9,103,-88,-163,-94,-156,2
46,1,62,75,28,6,-8,97,-66,-18,14,-17,-13,104,-90,-164,-93,-155,2
46,1,62,75,28,6,-9,99,-68,-17,19,-13,-12,105,-90,-167,-94,-153,2
46,1,62,75,28,6,-15,99,-71,-21,13,-17,-13,104,-89,-170,-95,-148,2
46,1,62,75,28,6,-14,101,-70,-16,17,-13,-12,104,-90,-171,-95,-148,2
46,1,62,75,28,6,-10,101,-70,-14,18,-12,-13,104,-88,-166,-96,-147,2
46,1,62,75,28,6,-12,97,-69,-19,15,-16,-11,104,-87,-172,-93,-149,2
46,1,62,75,28,6,-7,102,-68,-12,18,-12,-14,103,-91,-170,-93,-150,2
46,1,62,75,28,6,-11,98,-68,-20,14,-17,-12,105,-88,-166,-94,-149,2
46,1,62,75,28,6,-9,100,-67,-14,18,-12,-13,104,-90,-172,-96,-150,2
46,1,62,75,28,6,-12,98,-70,-16,16,-16,-12,105,-87,-170,-94,-148,2
46,1,62,75,28,6,-11,103,-67,-17,18,-14,-13,104,-91,-169,-95,-147,2
46,1,62,75,28,6,-2,98,-70,-15,17,-17,-12,104,-89,-168,-94,-152,2
46,1,62,75,28,6,0,99,-70,-12,19,-13,-13,104,-90,-168,-93,-157,2
46,1,62,75,28,6,5,102,-68,-11,20,-13,-14,104,-91,-168,-95,-158,2
46,1,62,75,28,6,-3,98,-67,-19,17,-16,-12,104,-89,-165,-89,-159,2
46,1,62,75,28,6,-2,99,-67,-16,17,-17,-13,105,-91,-168,-91,-159,2
46,1,62,75,28,6,-1,98,-65,-16,18,-15,-12,105,-89,-167,-91,-160,2
46,1,62,75,28,6,-2,97,-66,-17,17,-17,-14,104,-91,-162,-92,-158,2
46,1,62,75,28,6,-3,99,-67,-14,19,-14,-13,104,-90,-167,-92,-159,2
46,1,62,75,28,6,-7,99,-70,-19,16,-18,-13,104,-91,-167,-97,-155,2
46,1,62,75,28,6,-3,98,-65,-16,17,-13,-13,104,-89,-167,-90,-154,2
46,1,62,75,28,6,-6,98,-68,-17,17,-18,-13,104,-90,-168,-93,-157,2
46,1,62,75,28,6,-3,100,-66,-13,20,-11,-13,104,-91,-166,-94,-156,2
46,1,62,75,28,6,-6,97,-69,-20,15,-18,-13,104,-91,-162,-93,-155,2
46,1,62,75,28,6,-3,102,-68,-12,21,-12,-13,104,-90,-171,-93,-158,2
46,1,62,75,28,6,-1,103,-68,-13,18,-14,-12,105,-88,-166,-93,-154,2
46,1,62,75,28,6,-5,98,-70,-18,16,-16,-12,105,-88,-170,-92,-154,2
46,1,62,75,28,6,-5,103,-68,-13,19,-12,-13,104,-90,-170,-92,-155,2
46,1,62,75,28,6,-11,98,-67,-19,15,-16,-11,105,-86,-169,-93,-150,2
46,1,62,75,28,6,-9,102,-67,-15,16,-14,-12,105,-90,-165,-96,-149,2
46,1,62,75,28,6,-10,98,-69,-17,18,-15,-10,105,-85,-177,-94,-146,2
46,1,62,75,28,6,-8,101,-67,-17,17,-15,-14,103,-91,-167,-95,-150,2
46,1,62,75,28,6,-7,98,-69,-15,17,-15,-11,105,-87,-169,-92,-150,2
46,1,62,75,28,6,-5,101,-66,-17,16,-15,-13,104,-91,-167,-93,-152,2
46,1,62,75,28,6,-10,98,-70,-17,17,-16,-10,105,-87,-173,-91,-150,2
46,1,62,75,28,6,-13,100,-69,-17,15,-16,-13,104,-89,-171,-94,-148,2
46,1,62,75,28,6,-17,101,-74,-19,18,-15,-12,105,-88,-180,-99,-144,2
46,1,62,75,28,6,-12,99,-70,-18,14,-17,-13,104,-88,-173,-95,-142,2
46,1,62,75,28,6,-11,99,-72,-16,17,-15,-12,104,-89,-173,-98,-148,2
46,1,62,75,28,6,-12,98,-70,-21,14,-18,-12,105,-89,-169,-95,-148,2
46,1,62,75,28,6,-5,99,-68,-15,18,-14,-12,105,-88,-170,-91,-151,2
46,1,62,75,28,6,-4,98,-68,-17,16,-18,-14,104,-91,-164,-93,-157,2
46,1,62,75,28,6,-3,99,-67,-15,18,-14,-12,104,-89,-163,-93,-157,2
46,1,62,75,28,6,-6,99,-68,-19,16,-18,-13,104,-89,-164,-93,-158,2
46,1,62,75,28,6,-2,98,-65,-14,19,-13,-12,104,-89,-165,-90,-157,2
46,1,62,75,28,6,-3,94,-64,-17,15,-17,-13,104,-90,-165,-91,-159,2
46,1,62,75,28,6,-2,99,-68,-13,20,-12,-12,105,-90,-162,-92,-157,2
46,1,62,75,28,6,-12,97,-69,-22,15,-18,-13,104,-90,-166,-91,-155,2
46,1,62,75,28,6,-11,101,-69,-13,19,-12,-12,104,-90,-172,-94,-148,2
46,1,62,75,28,6,-9,104,-71,-14,17,-14,-12,105,-88,-176,-97,-149,2
46,1,62,75,28,6,-12,100,-73,-19,16,-16,-12,105,-88,-172,-92,-146,2
46,1,62,75,28,6,-5,103,-69,-11,19,-12,-13,104,-90,-169,-94,-150,2
46,1,62,75,28,6,-10,99,-69,-19,15,-16,-12,105,-87,-170,-94,-149,2
46,1,62,75,28,6,-4,101,-66,-14,18,-14,-14,103,-90,-172,-94,-155,2
46,1,62,75,28,6,-5,97,-66,-17,17,-16,-12,105,-88,-159,-91,-151,2
46,1,62,75,28,6,0,100,-63,-12,19,-14,-14,103,-91,-170,-93,-160,2
46,1,62,75,28,6,-6,97,-65,-19,16,-16,-12,104,-88,-157,-91,-156,2
46,1,62,75,28,6,-2,99,-63,-15,18,-15,-14,104,-90,-166,-93,-157,2
46,1,62,75,28,6,-5,97,-65,-17,17,-16,-13,104,-88,-165,-93,-159,2
46,1,62,75,28,6,1,101,-66,-15,17,-16,-13,104,-91,-161,-93,-156,2
46,1,62,75,28,6,-3,98,-66,-16,18,-16,-12,105,-88,-166,-92,-156,2
46,1,62,75,28,6,-3,100,-65,-19,16,-17,-13,104,-89,-171,-90,-157,2
46,1,62,75,28,6,-5,98,-66,-18,17,-16,-11,105,-88,-166,-92,-154,2
46,1,62,75,28,6,-4,98,-66,-17,17,-17,-13,104,-90,-163,-93,-157,2
46,1,62,75,28,6,-5,100,-68,-17,18,-14,-11,105,-88,-169,-92,-157,2
46,1,62,75,28,6,-7,97,-66,-21,15,-19,-15,103,-90,-167,-93,-156,2
46,1,62,75,28,6,-4,98,-67,-16,18,-15,-12,105,-90,-163,-95,-154,2
46,1,62,75,28,6,-6,97,-67,-19,16,-17,-14,104,-90,-168,-92,-156,2
46,1,62,75,28,6,-4,99,-68,-15,19,-14,-13,104,-91,-166,-92,-156,2
46,1,62,75,28,6,-7,97,-67,-20,15,-18,-13,104,-90,-166,-92,-156,2
46,1,62,75,28,6,-4,100,-68,-14,19,-12,-13,104,-90,-167,-94,-155,2
46,1,62,75,28,6,-8,98,-69,-19,15,-17,-13,104,-90,-166,-94,-153,2
46,1,62,75,28,6,-6,101,-68,-14,19,-12,-14,104,-91,-169,-94,-154,2
46,1,62,75,28,6,-2,101,-64,-13,19,-13,-14,104,-90,-165,-93,-157,2
46,1,62,75,28,6,-5,96,-66,-18,16,-17,-12,105,-88,-163,-93,-156,2
46,1,62,75,28,6,0,100,-65,-13,19,-13,-14,104,-90,-164,-93,-158,2
46,1,62,75,28,6,-4,98,-67,-17,17,-16,-12,105,-88,-162,-93,-157,2
46,1,62,75,28,6,-4,101,-65,-15,18,-14,-14,103,-91,-166,-93,-158,2
46,1,62,75,28,6,-6,99,-68,-18,17,-16,-12,104,-88,-164,-94,-154,2
46,1,62,75,28,6,-2,100,-67,-15,18,-16,-14,104,-91,-160,-95,-156,2
46,1,62,75,28,6,-6,98,-68,-19,16,-16,-12,104,-88,-166,-93,-157,2
46,1,62,75,28,6,-1,101,-66,-12,20,-12,-13,104,-91,-163,-93,-158,2
46,1,62,75,28,6,-5,98,-69,-19,16,-17,-13,104,-90,-165,-93,-157,2
46,1,62,75,28,6,-1,101,-66,-12,20,-12,-14,104,-91,-166,-91,-156,2
46,1,62,75,28,6,-5,97,-68,-17,17,-17,-13,104,-90,-165,-94,-156,2
46,1,62,75,28,6,-3,102,-66,-13,20,-13,-14,103,-91,-168,-93,-157,2
46,1,62,75,28,6,-4,97,-66,-18,16,-17,-13,105,-89,-165,-92,-155,2
46,1,62,75,28,6,2,100,-64,-11,20,-12,-14,104,-91,-164,-92,-159,2
46,1,62,75,28,6,-3,95,-65,-17,16,-16,-13,105,-89,-164,-92,-158,2
46,1,62,75,28,6,3,100,-63,-12,20,-13,-14,103,-91,-163,-89,-159,2
46,1,62,75,28,6,-4,96,-66,-18,16,-16,-12,105,-88,-163,-93,-159,2
46,1,62,75,28,6,-1,100,-62,-12,20,-12,-14,103,-92,-166,-92,-159,2
46,1,62,75,28,6,-5,97,-65,-18,16,-16,-12,105,-88,-164,-93,-155,2
46,1,62,75,28,6,1,100,-62,-12,19,-13,-14,104,-91,-167,-92,-157,2
46,1,62,75,28,6,-6,96,-64,-20,16,-16,-12,105,-89,-165,-92,-156,2
46,1,62,75,28,6,1,100,-64,-11,20,-13,-13,104,-91,-166,-92,-157,2
46,1,62,75,28,6,-4,97,-64,-19,17,-16,-12,105,-89,-166,-94,-157,2
46,1,62,75,28,6,1,100,-64,-13,19,-15,-14,103,-91,-167,-91,-157,2
46,1,62,75,28,6,-5,100,-66,-18,17,-16,-12,105,-89,-164,-92,-158,2
46,1,62,75,28,6,0,100,-62,-17,17,-16,-14,104,-90,-172,-90,-159,2
46,1,62,75,28,6,-3,97,-64,-16,17,-15,-13,105,-89,-155,-95,-157,2
46,1,62,75,28,6,-2,99,-66,-15,18,-16,-14,104,-91,-167,-94,-161,2
46,1,62,75,28,6,-4,99,-66,-20,17,-16,-12,105,-89,-164,-92,-158,2
46,1,62,75,28,6,-5,99,-68,-17,17,-17,-14,103,-90,-166,-93,-160,2
46,1,62,75,28,6,-2,98,-66,-15,17,-15,-12,105,-89,-168,-91,-159,2
46,1,62,75,28,6,-1,98,-67,-18,16,-17,-15,104,-92,-161,-94,-160,2
46,1,62,75,28,6,-3,98,-66,-18,18,-15,-12,105,-90,-167,-91,-158,2
46,1,62,75,28,6,-3,96,-67,-18,16,-18,-14,104,-91,-165,-92,-158,2
46,1,62,75,28,6,-3,99,-66,-16,19,-13,-13,104,-90,-170,-92,-160,2
46,1,62,75,28,6,-4,96,-67,-20,15,-18,-14,104,-91,-166,-92,-157,2
46,1,62,75,28,6,-8,97,-71,-18,17,-17,-13,104,-89,-171,-94,-154,2
46,1,62,75,28,6,-4,101,-69,-12,20,-13,-13,104,-91,-170,-93,-151,2
46,1,62,75,28,6,-8,99,-72,-19,16,-17,-12,104,-88,-175,-93,-150,2
46,1,62,75,28,6,-4,103,-69,-13,20,-13,-14,104,-91,-178,-93,-151,2
46,1,62,75,28,6,-7,98,-70,-18,17,-17,-12,105,-88,-172,-93,-148,2
46,1,62,75,28,6,-2,102,-68,-11,20,-12,-14,104,-91,-175,-93,-153,2
46,1,62,75,28,6,-6,98,-70,-18,17,-16,-12,105,-88,-173,-91,-151,2
46,1,62,75,28,6,-1,101,-67,-12,19,-12,-14,103,-91,-176,-91,-154,2
46,1,62,75,28,6,-5,98,-68,-18,16,-17,-11,105,-88,-172,-92,-151,2
46,1,62,75,28,6,-1,101,-64,-14,19,-13,-14,104,-90,-176,-93,-153,2
46,1,62,75,28,6,-6,97,-68,-18,17,-16,-12,105,-88,-171,-93,-152,2
46,1,62,75,28,6,-1,99,-63,-14,18,-14,-14,103,-91,-174,-92,-154,2
46,1,62,75,28,6,-4,97,-66,-18,16,-16,-12,105,-88,-169,-93,-153,2
46,1,62,75,28,6,-1,100,-64,-14,19,-13,-13,103,-90,-173,-90,-157,2
46,1,62,75,28,6,-5,97,-68,-18,17,-16,-11,105,-88,-169,-92,-154,2
46,1,62,75,28,6,-2,100,-66,-15,18,-15,-13,104,-91,-175,-92,-155,2
46,1,62,75,28,6,-3,95,-66,-17,16,-16,-12,105,-88,-171,-90,-152,2
46,1,62,75,28,6,-2,99,-65,-15,18,-15,-14,104,-91,-174,-91,-157,2
46,1,62,75,28,6,-4,97,-65,-17,17,-16,-13,104,-89,-169,-90,-154,2
46,1,62,75,28,6,-1,99,-64,-15,17,-16,-14,104,-92,-171,-91,-156,2
46,1,62,75,28,6,-4,99,-68,-17,17,-16,-12,105,-89,-175,-92,-155,2
46,1,62,75,28,6,-2,101,-66,-16,18,-16,-14,104,-91,-173,-91,-156,2
46,1,62,75,28,6,-3,98,-68,-16,17,-15,-12,105,-88,-172,-90,-157,2
46,1,62,75,28,6,-3,98,-66,-16,17,-17,-14,104,-91,-167,-91,-156,2
46,1,62,75,28,6,-5,97,-65,-18,17,-15,-12,105,-89,-169,-93,-155,2
46,1,62,75,28,6,-4,98,-65,-17,17,-17,-13,104,-91,-168,-96,-154,2
46,1,62,75,28,6,-5,97,-64,-17,17,-15,-12,105,-90,-161,-94,-155,2
46,1,62,75,28,6,-5,96,-65,-18,16,-17,-14,103,-91,-169,-93,-159,2
46,1,62,75,28,6,-3,98,-66,-17,18,-15,-13,104,-89,-162,-92,-156,2
46,1,62,75,28,6,-4,97,-65,-20,15,-18,-14,104,-92,-164,-92,-157,2
